Name,10th_marks,12th_marks,Stream,Skills,Interests,Personality,Recommended_Career
Rahul_305,70,80,Commerce,"Cybersecurity, Statistics, AI",Tech,ESTJ,AI Engineer
John_306,67,72,Science,"Statistics, Python, AI",Tech,ENFP,AI Engineer
Karan_307,94,78,Science,"Cybersecurity, AI, Python",Tech,INTP,Data Scientist
Ravi_308,71,73,Arts,"Excel, Accounting, Sales",Business,ENTJ,Business Analyst
Aditi_309,66,93,Arts,"Communication, Creativity, Graphic Design",Art,ISFP,Content Writer
John_310,78,83,Commerce,"Marketing, Financial Analysis, Excel",Business,INFJ,Marketing Manager
Arun_311,90,69,Commerce,"ML, Python, AI",Tech,ENTJ,Cybersecurity Analyst
Rahul_312,78,87,Arts,"Python, Networking, Deep Learning",Tech,INTP,Data Analyst
Maya_313,70,86,Science,"Sales, Marketing, Analytics",Business,INTJ,Business Analyst
Arun_314,75,84,Science,"ML, Statistics, Data Analysis",Tech,ISFP,Data Analyst
Sneha_315,95,71,Commerce,"Graphic Design, Creativity, Adobe Suite",Art,INFJ,Film Director
Aditi_316,100,81,Science,"Financial Analysis, Management, Excel",Business,INTJ,Accountant
Aditi_317,100,88,Arts,"Networking, ML, Deep Learning",Tech,INTJ,Cybersecurity Analyst
John_318,77,66,Science,"Communication, Storytelling, Writing",Art,ENFP,Graphic Designer
John_319,62,76,Science,"Communication, Storytelling, Film Making",Art,INFJ,Content Writer
John_320,60,70,Arts,"Excel, Management, Analytics",Business,INTJ,Accountant
Arun_321,75,81,Arts,"ML, Python, Data Analysis",Tech,ISFP,Data Scientist
Ravi_322,64,74,Science,"Cybersecurity, Statistics, Deep Learning",Tech,ENTJ,Cybersecurity Analyst
Arun_323,83,70,Science,"Statistics, ML, Cybersecurity",Tech,ESTJ,Data Analyst
Rahul_324,88,91,Science,"Analytics, Sales, Management",Business,INTJ,Marketing Manager
Arun_325,61,77,Arts,"Storytelling, Communication, Creativity",Art,INFP,Content Writer
Priya_326,62,81,Commerce,"Communication, Adobe Suite, Creativity",Art,ENFP,Film Director
Priya_327,100,90,Commerce,"Financial Analysis, Accounting, Analytics",Business,ENFP,Business Analyst
Sneha_328,78,80,Arts,"Networking, Statistics, Data Analysis",Tech,ENFP,Data Scientist
Priya_329,62,93,Science,"Management, Marketing, Sales",Business,ISTJ,Marketing Manager
Ravi_330,96,80,Arts,"Sales, Accounting, Management",Business,ESTJ,Accountant
Karan_331,81,97,Arts,"Adobe Suite, Writing, Creativity",Art,ENTJ,Content Writer
Arun_332,60,78,Arts,"Networking, Data Analysis, Deep Learning",Tech,INTJ,Data Analyst
Rahul_333,78,100,Arts,"Marketing, Accounting, Financial Analysis",Business,ESTJ,Marketing Manager
Arun_334,71,66,Arts,"Networking, Python, Data Analysis",Tech,ISTJ,Data Scientist
Neha_335,99,82,Science,"Statistics, Data Analysis, Cybersecurity",Tech,INFJ,AI Engineer
Arun_336,85,97,Commerce,"Data Analysis, Statistics, Networking",Tech,ENFP,AI Engineer
Priya_337,87,97,Commerce,"Networking, Cybersecurity, Python",Tech,ENFP,Data Analyst
Arun_338,83,71,Commerce,"Film Making, Writing, Adobe Suite",Art,INTP,Graphic Designer
Priya_339,78,88,Commerce,"Financial Analysis, Excel, Sales",Business,ESTJ,Accountant
Karan_340,96,81,Science,"Communication, Storytelling, Creativity",Art,ISFP,Graphic Designer
Sneha_341,64,80,Arts,"Sales, Marketing, Accounting",Business,ISTJ,Accountant
Aditi_342,99,84,Commerce,"Storytelling, Film Making, Creativity",Art,INFJ,Content Writer
Arun_343,72,80,Science,"Python, Networking, Statistics",Tech,INTJ,Data Scientist
Rahul_344,74,93,Science,"Communication, Graphic Design, Adobe Suite",Art,ENFP,Content Writer
Arun_345,82,73,Commerce,"Adobe Suite, Communication, Graphic Design",Art,ISTJ,Graphic Designer
Neha_346,91,61,Commerce,"Analytics, Excel, Accounting",Business,ENTJ,Business Analyst
Maya_347,91,79,Arts,"Management, Excel, Financial Analysis",Business,ENTJ,Accountant
Aditi_348,85,74,Science,"Statistics, Networking, Data Analysis",Tech,INFP,AI Engineer
John_349,65,96,Arts,"Management, Excel, Accounting",Business,INFJ,Marketing Manager
Aditi_350,81,80,Arts,"Financial Analysis, Excel, Marketing",Business,INTJ,Business Analyst
Karan_351,72,90,Commerce,"Adobe Suite, Storytelling, Graphic Design",Art,ENFP,Film Director
John_352,100,94,Science,"Cybersecurity, Networking, Data Analysis",Tech,ISTJ,AI Engineer
Rahul_353,81,80,Commerce,"ML, AI, Cybersecurity",Tech,INTP,Data Analyst
Karan_354,62,70,Science,"Networking, ML, Python",Tech,ENFP,Data Analyst
Ravi_355,76,86,Science,"Writing, Graphic Design, Adobe Suite",Art,ESTJ,Content Writer
Sneha_356,70,93,Science,"Marketing, Financial Analysis, Management",Business,ISTJ,Business Analyst
Sneha_357,77,86,Arts,"ML, Statistics, Deep Learning",Tech,INTP,Cybersecurity Analyst
John_358,80,62,Arts,"Marketing, Excel, Analytics",Business,ENTJ,Business Analyst
Arun_359,65,70,Science,"Communication, Storytelling, Creativity",Art,ENFP,Film Director
Aditi_360,60,64,Science,"Film Making, Graphic Design, Communication",Art,ENTJ,Content Writer
Sneha_361,68,61,Commerce,"Analytics, Financial Analysis, Marketing",Business,ESTJ,Marketing Manager
Arun_362,73,67,Arts,"Networking, ML, AI",Tech,INFJ,Data Scientist
Rahul_363,89,69,Commerce,"Networking, AI, Data Analysis",Tech,ISFP,Data Scientist
Sneha_364,73,92,Science,"Communication, Storytelling, Writing",Art,ESTJ,Graphic Designer
Aditi_365,72,86,Science,"Marketing, Analytics, Management",Business,ENTJ,Business Analyst
Priya_366,85,67,Science,"Cybersecurity, Python, Data Analysis",Tech,INTJ,Cybersecurity Analyst
Aditi_367,78,89,Science,"Graphic Design, Film Making, Creativity",Art,INTP,Film Director
Sneha_368,66,71,Commerce,"Communication, Writing, Storytelling",Art,ISTJ,Graphic Designer
Arun_369,66,63,Science,"Financial Analysis, Management, Sales",Business,ISFP,Marketing Manager
Maya_370,96,92,Science,"Networking, Deep Learning, ML",Tech,ESTJ,Cybersecurity Analyst
Karan_371,72,82,Arts,"Adobe Suite, Creativity, Writing",Art,INFP,Content Writer
Aditi_372,97,71,Arts,"Creativity, Adobe Suite, Graphic Design",Art,INFJ,Graphic Designer
Aditi_373,77,63,Arts,"Accounting, Management, Excel",Business,ISFP,Accountant
Rahul_374,79,75,Commerce,"Cybersecurity, Python, ML",Tech,ESTJ,AI Engineer
John_375,100,93,Science,"Graphic Design, Adobe Suite, Film Making",Art,INFP,Film Director
Aditi_376,60,100,Commerce,"Deep Learning, AI, Data Analysis",Tech,ISTJ,AI Engineer
Maya_377,98,89,Arts,"Statistics, ML, Deep Learning",Tech,ISTJ,Data Scientist
John_378,61,68,Commerce,"Film Making, Graphic Design, Writing",Art,INFP,Film Director
Karan_379,79,65,Science,"Deep Learning, Statistics, ML",Tech,INTP,Data Scientist
Maya_380,97,83,Arts,"Management, Accounting, Excel",Business,INFJ,Marketing Manager
Aditi_381,76,82,Science,"Adobe Suite, Creativity, Storytelling",Art,ENFP,Graphic Designer
Aditi_382,70,60,Science,"Film Making, Storytelling, Adobe Suite",Art,INFJ,Film Director
Sneha_383,99,80,Commerce,"Python, Cybersecurity, Data Analysis",Tech,ISFP,Data Scientist
Sneha_384,98,91,Commerce,"Accounting, Management, Financial Analysis",Business,INFJ,Marketing Manager
Priya_385,81,78,Arts,"Communication, Adobe Suite, Graphic Design",Art,INTJ,Graphic Designer
John_386,92,67,Science,"ML, AI, Networking",Tech,ISFP,Cybersecurity Analyst
Ravi_387,65,80,Science,"Excel, Financial Analysis, Analytics",Business,ENTJ,Business Analyst
Karan_388,66,63,Science,"Financial Analysis, Analytics, Marketing",Business,ESTJ,Accountant
Rahul_389,81,87,Science,"Writing, Communication, Graphic Design",Art,ISFP,Content Writer
Sneha_390,70,100,Commerce,"AI, Deep Learning, Statistics",Tech,ISFP,Data Scientist
Aditi_391,94,65,Arts,"Marketing, Accounting, Sales",Business,ISFP,Accountant
Maya_392,94,93,Science,"Accounting, Analytics, Management",Business,INTP,Accountant
Sneha_393,95,68,Arts,"Cybersecurity, Statistics, Python",Tech,INFJ,Data Analyst
Arun_394,62,60,Arts,"Writing, Film Making, Adobe Suite",Art,ESTJ,Film Director
Neha_395,92,77,Science,"Analytics, Accounting, Sales",Business,ENFP,Accountant
Sneha_396,82,76,Commerce,"Storytelling, Adobe Suite, Writing",Art,INTP,Film Director
Rahul_397,75,77,Arts,"Sales, Financial Analysis, Analytics",Business,INTP,Accountant
Ravi_398,67,64,Arts,"Adobe Suite, Writing, Communication",Art,INFJ,Graphic Designer
Arun_399,94,84,Commerce,"Adobe Suite, Creativity, Writing",Art,ISTJ,Graphic Designer
Arun_400,78,73,Commerce,"Creativity, Storytelling, Graphic Design",Art,ESTJ,Content Writer
Karan_401,87,90,Science,"AI, Python, Deep Learning",Tech,ENTJ,Cybersecurity Analyst
Rahul_402,87,89,Commerce,"Cybersecurity, AI, ML",Tech,ESTJ,AI Engineer
Neha_403,63,99,Science,"Marketing, Accounting, Analytics",Business,INFP,Marketing Manager
Ravi_404,90,84,Science,"Accounting, Marketing, Analytics",Business,ISTJ,Marketing Manager
Aditi_405,99,75,Arts,"Cybersecurity, Data Analysis, Deep Learning",Tech,INTJ,Data Scientist
John_406,74,66,Science,"Adobe Suite, Creativity, Communication",Art,ENFP,Content Writer
Ravi_407,73,89,Science,"Management, Financial Analysis, Analytics",Business,ENTJ,Business Analyst
Arun_408,91,85,Commerce,"Deep Learning, Cybersecurity, Networking",Tech,ESTJ,Data Analyst
Ravi_409,64,67,Arts,"Storytelling, Adobe Suite, Writing",Art,ENFP,Content Writer
Neha_410,70,66,Arts,"Networking, Python, Deep Learning",Tech,INFP,Data Scientist
Aditi_411,80,88,Science,"Management, Accounting, Analytics",Business,ESTJ,Business Analyst
John_412,97,77,Commerce,"Networking, Deep Learning, Data Analysis",Tech,ENTJ,Cybersecurity Analyst
Ravi_413,71,65,Science,"Writing, Storytelling, Communication",Art,ISTJ,Content Writer
Karan_414,79,63,Commerce,"Sales, Financial Analysis, Analytics",Business,INFJ,Marketing Manager
Sneha_415,73,90,Commerce,"ML, Data Analysis, Cybersecurity",Tech,ESTJ,Data Analyst
Karan_416,96,61,Arts,"Adobe Suite, Writing, Communication",Art,ISTJ,Film Director
Neha_417,72,84,Commerce,"Sales, Marketing, Management",Business,ESTJ,Marketing Manager
Sneha_418,87,74,Science,"Networking, AI, ML",Tech,ISTJ,Data Scientist
Neha_419,65,91,Commerce,"AI, Deep Learning, Networking",Tech,INTP,Data Analyst
John_420,80,81,Arts,"Storytelling, Creativity, Communication",Art,ISTJ,Content Writer
Rahul_421,78,82,Science,"Storytelling, Adobe Suite, Creativity",Art,ESTJ,Graphic Designer
John_422,65,72,Science,"Excel, Sales, Analytics",Business,ISTJ,Accountant
Rahul_423,85,91,Arts,"Sales, Analytics, Excel",Business,ESTJ,Business Analyst
Ravi_424,95,70,Science,"Graphic Design, Storytelling, Film Making",Art,ENFP,Content Writer
Aditi_425,60,98,Science,"Sales, Accounting, Analytics",Business,INFP,Marketing Manager
Aditi_426,76,94,Commerce,"AI, Data Analysis, Python",Tech,INTP,Data Scientist
Rahul_427,82,67,Commerce,"Graphic Design, Storytelling, Communication",Art,ENFP,Graphic Designer
Karan_428,86,68,Commerce,"Excel, Accounting, Marketing",Business,INFP,Marketing Manager
Ravi_429,91,90,Commerce,"Python, ML, Data Analysis",Tech,INFP,AI Engineer
Arun_430,63,96,Arts,"Deep Learning, Networking, Cybersecurity",Tech,INFP,Data Analyst
Maya_431,84,64,Commerce,"Marketing, Analytics, Sales",Business,INTP,Marketing Manager
Rahul_432,100,80,Commerce,"Financial Analysis, Management, Sales",Business,ENTJ,Marketing Manager
Karan_433,67,63,Arts,"Data Analysis, ML, Deep Learning",Tech,INFP,AI Engineer
John_434,69,74,Science,"Adobe Suite, Communication, Graphic Design",Art,ESTJ,Film Director
John_435,67,93,Science,"Communication, Storytelling, Writing",Art,INFJ,Graphic Designer
Ravi_436,61,67,Commerce,"Writing, Graphic Design, Communication",Art,ISFP,Film Director
Sneha_437,75,99,Arts,"Analytics, Management, Excel",Business,ISFP,Business Analyst
Arun_438,77,100,Science,"Film Making, Communication, Creativity",Art,ENTJ,Content Writer
Aditi_439,99,98,Commerce,"Data Analysis, Python, Deep Learning",Tech,INFJ,Data Analyst
Karan_440,76,69,Arts,"Sales, Financial Analysis, Management",Business,ISTJ,Marketing Manager
Aditi_441,94,63,Science,"Financial Analysis, Excel, Sales",Business,ISFP,Accountant
Priya_442,98,78,Commerce,"Creativity, Communication, Adobe Suite",Art,ISTJ,Graphic Designer
Aditi_443,91,68,Arts,"Analytics, Financial Analysis, Management",Business,ESTJ,Accountant
Rahul_444,80,92,Science,"Management, Marketing, Excel",Business,ISFP,Accountant
Ravi_445,85,66,Arts,"Graphic Design, Communication, Film Making",Art,ENFP,Content Writer
Rahul_446,68,67,Arts,"Python, AI, Deep Learning",Tech,INTJ,Cybersecurity Analyst
Rahul_447,71,70,Science,"Graphic Design, Film Making, Storytelling",Art,INTJ,Content Writer
Arun_448,94,100,Science,"Deep Learning, Data Analysis, Python",Tech,ENFP,Data Analyst
Ravi_449,65,91,Arts,"Networking, AI, Data Analysis",Tech,ESTJ,AI Engineer
Neha_450,83,64,Arts,"Cybersecurity, Statistics, Networking",Tech,INFJ,Data Scientist
Priya_451,82,83,Arts,"Networking, Python, Data Analysis",Tech,INTP,AI Engineer
Aditi_452,86,62,Commerce,"Deep Learning, Cybersecurity, Python",Tech,ENFP,AI Engineer
Karan_453,93,93,Science,"Marketing, Excel, Analytics",Business,ENTJ,Business Analyst
Aditi_454,99,81,Arts,"Deep Learning, Data Analysis, ML",Tech,INFJ,AI Engineer
John_455,90,89,Science,"Adobe Suite, Film Making, Creativity",Art,ISFP,Graphic Designer
Rahul_456,76,99,Arts,"Statistics, Cybersecurity, AI",Tech,ISTJ,Data Scientist
Karan_457,70,90,Arts,"Excel, Financial Analysis, Sales",Business,ESTJ,Business Analyst
Priya_458,89,80,Science,"Analytics, Financial Analysis, Management",Business,INTJ,Accountant
Priya_459,86,78,Arts,"Writing, Communication, Adobe Suite",Art,ISTJ,Content Writer
Maya_460,95,74,Arts,"Creativity, Film Making, Storytelling",Art,ISFP,Content Writer
Neha_461,80,81,Science,"Management, Analytics, Financial Analysis",Business,INFJ,Business Analyst
Sneha_462,64,65,Commerce,"Management, Marketing, Accounting",Business,INFP,Accountant
Rahul_463,72,81,Science,"Storytelling, Film Making, Adobe Suite",Art,INFP,Graphic Designer
Karan_464,92,60,Commerce,"Film Making, Graphic Design, Creativity",Art,ENFP,Content Writer
Aditi_465,63,73,Arts,"Film Making, Graphic Design, Adobe Suite",Art,ESTJ,Content Writer
Rahul_466,70,78,Arts,"Statistics, Data Analysis, Python",Tech,ISTJ,Data Scientist
Rahul_467,99,89,Arts,"Statistics, Cybersecurity, Networking",Tech,ISTJ,Data Scientist
Maya_468,83,82,Commerce,"Sales, Excel, Management",Business,ESTJ,Business Analyst
Arun_469,80,87,Arts,"Deep Learning, Data Analysis, Python",Tech,ISFP,Data Analyst
John_470,89,76,Commerce,"Financial Analysis, Sales, Accounting",Business,INTJ,Accountant
Priya_471,96,65,Arts,"Creativity, Graphic Design, Writing",Art,ISFP,Content Writer
Sneha_472,93,78,Commerce,"Writing, Film Making, Creativity",Art,ISFP,Graphic Designer
Rahul_473,77,86,Science,"Creativity, Storytelling, Writing",Art,INFJ,Content Writer
Maya_474,95,69,Science,"AI, Deep Learning, Cybersecurity",Tech,INTJ,AI Engineer
Aditi_475,80,79,Commerce,"Creativity, Graphic Design, Communication",Art,INTP,Content Writer
Sneha_476,78,74,Arts,"Creativity, Writing, Communication",Art,INTP,Graphic Designer
Arun_477,88,83,Science,"Deep Learning, Networking, Data Analysis",Tech,ISFP,Data Scientist
Ravi_478,64,95,Science,"Data Analysis, Networking, Python",Tech,ISFP,Data Analyst
Neha_479,80,82,Science,"Networking, Statistics, Python",Tech,ENFP,AI Engineer
Arun_480,67,94,Science,"Film Making, Storytelling, Writing",Art,ESTJ,Graphic Designer
Aditi_481,80,73,Commerce,"Writing, Storytelling, Creativity",Art,INTJ,Graphic Designer
Arun_482,69,85,Commerce,"Networking, Data Analysis, Deep Learning",Tech,ENFP,AI Engineer
Aditi_483,72,61,Science,"Graphic Design, Adobe Suite, Communication",Art,ESTJ,Content Writer
Karan_484,96,70,Commerce,"Adobe Suite, Film Making, Graphic Design",Art,INTP,Graphic Designer
Rahul_485,69,72,Commerce,"Communication, Storytelling, Film Making",Art,INFJ,Graphic Designer
Maya_486,88,96,Arts,"Accounting, Financial Analysis, Marketing",Business,ISFP,Business Analyst
Arun_487,83,65,Science,"ML, Statistics, Cybersecurity",Tech,INTJ,Data Analyst
Sneha_488,77,78,Science,"AI, ML, Statistics",Tech,ENFP,Data Scientist
Maya_489,76,98,Arts,"AI, Statistics, Data Analysis",Tech,ENFP,AI Engineer
Priya_490,67,87,Arts,"Storytelling, Adobe Suite, Writing",Art,INFP,Film Director
Arun_491,68,73,Commerce,"Deep Learning, AI, Networking",Tech,INFP,Data Analyst
Arun_492,100,62,Science,"Adobe Suite, Graphic Design, Film Making",Art,INTJ,Content Writer
Karan_493,81,73,Science,"Film Making, Graphic Design, Storytelling",Art,INFJ,Content Writer
Maya_494,85,95,Commerce,"Storytelling, Communication, Adobe Suite",Art,INFP,Graphic Designer
Aditi_495,71,73,Arts,"Management, Sales, Excel",Business,INTP,Accountant
Maya_496,74,70,Commerce,"Cybersecurity, Statistics, ML",Tech,ESTJ,Data Analyst
Priya_497,81,91,Arts,"Networking, Deep Learning, Data Analysis",Tech,INTJ,AI Engineer
Aditi_498,79,66,Science,"Analytics, Management, Sales",Business,INFP,Marketing Manager
Karan_499,86,84,Commerce,"Deep Learning, Cybersecurity, ML",Tech,INFJ,Cybersecurity Analyst
Aditi_500,100,96,Commerce,"Adobe Suite, Communication, Graphic Design",Art,ESTJ,Graphic Designer
Priya_501,80,63,Commerce,"Storytelling, Communication, Writing",Art,ISFP,Graphic Designer
John_502,73,91,Arts,"Python, ML, Cybersecurity",Tech,INFP,AI Engineer
Sneha_503,66,75,Arts,"Statistics, ML, Data Analysis",Tech,INTJ,Data Scientist
Sneha_504,82,96,Science,"Film Making, Adobe Suite, Graphic Design",Art,INFJ,Film Director
Priya_505,76,97,Commerce,"Graphic Design, Storytelling, Creativity",Art,ISFP,Content Writer
Priya_506,60,64,Commerce,"Analytics, Accounting, Marketing",Business,ESTJ,Accountant
Neha_507,73,75,Commerce,"Statistics, Cybersecurity, Deep Learning",Tech,INFJ,Cybersecurity Analyst
John_508,93,60,Arts,"Python, Deep Learning, ML",Tech,INFP,AI Engineer
Karan_509,96,60,Commerce,"Accounting, Management, Excel",Business,INFJ,Business Analyst
Aditi_510,74,88,Arts,"Statistics, Data Analysis, Cybersecurity",Tech,INTP,Data Scientist
Priya_511,88,77,Science,"Marketing, Analytics, Management",Business,INTP,Accountant
Neha_512,80,92,Arts,"AI, Python, Networking",Tech,ENFP,AI Engineer
John_513,88,67,Arts,"Communication, Graphic Design, Creativity",Art,INTP,Film Director
Rahul_514,91,70,Arts,"Writing, Adobe Suite, Storytelling",Art,ESTJ,Graphic Designer
Rahul_515,90,63,Science,"Creativity, Writing, Adobe Suite",Art,ISFP,Content Writer
Karan_516,90,86,Commerce,"Management, Sales, Analytics",Business,INTP,Business Analyst
Arun_517,68,81,Commerce,"Accounting, Excel, Financial Analysis",Business,INTJ,Marketing Manager
Maya_518,85,93,Commerce,"Data Analysis, ML, Deep Learning",Tech,ENFP,Data Analyst
Ravi_519,85,62,Science,"Adobe Suite, Creativity, Writing",Art,INTJ,Graphic Designer
John_520,91,65,Commerce,"Graphic Design, Creativity, Film Making",Art,ESTJ,Graphic Designer
Neha_521,62,68,Science,"Creativity, Storytelling, Film Making",Art,INTP,Graphic Designer
Priya_522,99,87,Commerce,"Data Analysis, Deep Learning, ML",Tech,ISFP,Cybersecurity Analyst
Priya_523,93,68,Science,"Excel, Financial Analysis, Sales",Business,INTP,Accountant
Priya_524,99,63,Commerce,"Financial Analysis, Marketing, Management",Business,ISTJ,Accountant
Arun_525,60,77,Science,"Writing, Storytelling, Communication",Art,ISFP,Graphic Designer
Sneha_526,90,94,Commerce,"Financial Analysis, Marketing, Accounting",Business,INTP,Marketing Manager
John_527,60,93,Science,"Statistics, Networking, Cybersecurity",Tech,INFJ,Data Analyst
Maya_528,88,65,Science,"Financial Analysis, Marketing, Management",Business,ISTJ,Marketing Manager
Maya_529,97,68,Science,"Excel, Analytics, Marketing",Business,INTJ,Accountant
